pred,obs,N,S,rowIndex,mtry,Resample
N,N,0.986,0.014,58,2,Fold08.Rep3
N,N,0.736,0.264,68,2,Fold08.Rep3
N,N,1,0,71,2,Fold08.Rep3
N,N,1,0,72,2,Fold08.Rep3
N,N,0.66,0.34,74,2,Fold08.Rep3
N,N,0.736,0.264,83,2,Fold08.Rep3
N,N,1,0,99,2,Fold08.Rep3
N,N,0.986,0.014,106,2,Fold08.Rep3
N,N,0.736,0.264,133,2,Fold08.Rep3
N,N,0.736,0.264,139,2,Fold08.Rep3
S,S,0.446,0.554,158,2,Fold08.Rep3
N,S,1,0,164,2,Fold08.Rep3
S,S,0.446,0.554,171,2,Fold08.Rep3
N,S,0.736,0.264,193,2,Fold08.Rep3
S,S,0.446,0.554,198,2,Fold08.Rep3
S,S,0.446,0.554,201,2,Fold08.Rep3
N,N,1,0,9,2,Fold09.Rep3
N,N,0.968,0.032,23,2,Fold09.Rep3
N,N,1,0,30,2,Fold09.Rep3
N,N,0.956,0.044,40,2,Fold09.Rep3
N,N,1,0,48,2,Fold09.Rep3
S,N,0.098,0.902,50,2,Fold09.Rep3
N,N,1,0,51,2,Fold09.Rep3
N,N,1,0,86,2,Fold09.Rep3
N,N,1,0,92,2,Fold09.Rep3
N,N,0.956,0.044,95,2,Fold09.Rep3
N,N,1,0,102,2,Fold09.Rep3
N,N,0.672,0.328,113,2,Fold09.Rep3
N,N,1,0,115,2,Fold09.Rep3
N,N,0.968,0.032,125,2,Fold09.Rep3
N,N,0.672,0.328,144,2,Fold09.Rep3
N,S,0.956,0.044,147,2,Fold09.Rep3
N,S,1,0,153,2,Fold09.Rep3
N,S,0.968,0.032,155,2,Fold09.Rep3
N,S,0.968,0.032,176,2,Fold09.Rep3
N,S,0.968,0.032,179,2,Fold09.Rep3
N,S,1,0,204,2,Fold09.Rep3
N,N,1,0,4,2,Fold10.Rep3
N,N,0.732,0.268,26,2,Fold10.Rep3
N,N,0.986,0.014,46,2,Fold10.Rep3
N,N,1,0,55,2,Fold10.Rep3
N,N,0.872,0.128,73,2,Fold10.Rep3
N,N,0.732,0.268,78,2,Fold10.Rep3
N,N,0.986,0.014,96,2,Fold10.Rep3
N,N,0.732,0.268,100,2,Fold10.Rep3
N,N,1,0,104,2,Fold10.Rep3
N,N,1,0,105,2,Fold10.Rep3
N,N,0.908,0.092,108,2,Fold10.Rep3
N,N,1,0,114,2,Fold10.Rep3
N,N,0.994,0.006,124,2,Fold10.Rep3
N,N,0.732,0.268,135,2,Fold10.Rep3
S,S,0.226,0.774,146,2,Fold10.Rep3
S,S,0.226,0.774,149,2,Fold10.Rep3
N,S,0.994,0.006,161,2,Fold10.Rep3
N,S,0.84,0.16,182,2,Fold10.Rep3
N,S,0.986,0.014,190,2,Fold10.Rep3
N,S,0.79,0.21,197,2,Fold10.Rep3
N,S,0.994,0.006,200,2,Fold10.Rep3
